GrantId,PersonID,Role,YearofBirth,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C,teamSize
2677,74702,CHIEF_INVESTIGATOR,1955,Yes,10,0,0,0,0,0,0,2
2678,64272,CHIEF_INVESTIGATOR,1960,Yes,10,1,1,7,4,5,2,2
2678,633697,CHIEF_INVESTIGATOR,1975,No,0,0,0,0,0,0,0,2
2679,2427,CHIEF_INVESTIGATOR,1960,Yes,5,0,1,0,1,1,0,1
2680,68232,CHIEF_INVESTIGATOR,1955,Yes,15,1,2,7,5,13,0,1
2681,75037,CHIEF_INVESTIGATOR,1960,Yes,10,0,2,7,1,1,9,1
2682,15187,CHIEF_INVESTIGATOR,1960,Yes,10,1,1,5,23,1,3,1
2683,34617,CHIEF_INVESTIGATOR,1955,No,0,0,1,9,3,4,12,3
2683,726807,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,0,0,0,3
2683,121822,CHIEF_INVESTIGATOR,1965,No,0,0,2,0,0,0,1,3
2684,343842,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,0,0,0,1
2685,63207,CHIEF_INVESTIGATOR,1945,No,0,2,0,1,0,0,0,1
2686,75412,CHIEF_INVESTIGATOR,1950,Yes,15,0,1,0,2,3,0,2
2686,491312,CHIEF_INVESTIGATOR,1960,Yes,0,1,4,0,0,0,0,2
2687,30962,CHIEF_INVESTIGATOR,1950,No,5,0,1,0,0,1,0,1
2689,297092,CHIEF_INVESTIGATOR,1970,No,0,0,1,0,0,0,0,2
2689,748777,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,0,0,0,2
2690,64332,CHIEF_INVESTIGATOR,1955,Yes,15,0,1,2,6,3,1,2
2690,13512,CHIEF_INVESTIGATOR,1960,Yes,5,0,0,0,0,1,0,2
2691,6747,CHIEF_INVESTIGATOR,1955,Yes,0,0,4,0,1,1,1,2
2691,5222,CHIEF_INVESTIGATOR,1940,No,0,0,4,1,4,5,0,2
2692,3812,CHIEF_INVESTIGATOR,1960,Yes,5,0,2,0,1,11,2,2
2692,7917,CHIEF_INVESTIGATOR,1945,Yes,5,0,0,0,0,0,0,2
2693,19262,CHIEF_INVESTIGATOR,1955,Yes,5,1,1,18,7,8,0,1
2694,80212,CHIEF_INVESTIGATOR,1945,Yes,15,4,1,9,7,3,1,1
2695,10402,CHIEF_INVESTIGATOR,1970,Yes,0,3,0,1,1,1,0,1
2698,730082,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,0,0,0,1
2699,500182,CHIEF_INVESTIGATOR,1970,No,0,2,1,16,4,0,0,1
2700,85642,CHIEF_INVESTIGATOR,1955,Yes,0,5,6,21,27,27,9,1
2701,1982,CHIEF_INVESTIGATOR,1960,Yes,10,0,2,6,6,1,0,1
2702,7842,CHIEF_INVESTIGATOR,1960,Yes,5,1,1,0,3,1,1,2
2702,64657,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,2
2704,77342,CHIEF_INVESTIGATOR,1965,Yes,0,1,1,4,3,0,0,2
2704,64927,CHIEF_INVESTIGATOR,1945,Yes,5,0,0,0,0,0,0,2
2705,9712,CHIEF_INVESTIGATOR,1945,No,10,0,4,0,0,0,0,2
2705,64777,CHIEF_INVESTIGATOR,1940,No,15,0,4,0,0,0,0,2
2706,82092,CHIEF_INVESTIGATOR,1945,No,0,0,1,0,2,4,3,1
2707,80392,CHIEF_INVESTIGATOR,1945,Yes,15,0,1,10,12,3,0,1
2710,111122,CHIEF_INVESTIGATOR,1970,Yes,0,1,1,4,5,5,0,2
2710,3362,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,5,10,5,4,2
2711,3207,CHIEF_INVESTIGATOR,1970,No,0,0,0,2,3,1,4,5
2711,115867,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,0,0,0,0,5
2711,649042,CHIEF_INVESTIGATOR,1975,Yes,0,4,2,1,0,1,0,5
2711,17367,CHIEF_INVESTIGATOR,1960,Yes,5,0,4,3,1,6,2,5
2711,79192,CHIEF_INVESTIGATOR,1950,Yes,15,2,4,42,55,18,4,5
2712,74717,CHIEF_INVESTIGATOR,1965,Yes,10,1,0,12,2,2,2,1
2713,77467,CHIEF_INVESTIGATOR,1950,No,10,0,1,4,5,3,2,1
2714,22117,CHIEF_INVESTIGATOR,1970,No,5,0,1,4,3,5,0,1
2715,1752,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,2,0,0,1
2716,72087,CHIEF_INVESTIGATOR,1945,No,0,0,0,0,0,0,0,2
2716,22807,CHIEF_INVESTIGATOR,1955,Yes,5,0,1,0,0,0,0,2
2717,108502,CHIEF_INVESTIGATOR,1975,Yes,0,0,1,0,0,0,0,1
2718,74277,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,5,1,1,4
2718,114547,CHIEF_INVESTIGATOR,1965,Yes,0,0,0,0,0,0,0,4
2718,75647,CHIEF_INVESTIGATOR,1955,No,15,0,0,0,0,2,1,4
2718,63187,CHIEF_INVESTIGATOR,1955,Yes,15,1,0,1,6,3,2,4
2719,46772,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,2,15,2,10,2
2719,80037,CHIEF_INVESTIGATOR,1950,Yes,15,2,1,0,0,0,0,2
2720,72447,CHIEF_INVESTIGATOR,1950,Yes,10,1,2,5,22,4,0,1
2721,66462,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,1,1,0,1
2722,89637,CHIEF_INVESTIGATOR,1955,No,0,0,2,0,5,7,2,1
2723,592,PRINCIPAL_SUPERVISOR,1955,Yes,10,0,1,0,24,3,2,1
2725,499542,CHIEF_INVESTIGATOR,1980,No,0,0,1,0,0,0,0,1
2726,69152,CHIEF_INVESTIGATOR,1960,Yes,10,0,1,4,3,6,1,5
2726,25137,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,5
2726,5137,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,2,1,5
2726,78192,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,2,1,0,5
2726,5162,CHIEF_INVESTIGATOR,1940,No,0,0,0,5,36,21,10,5
2728,11302,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,2,0,0,1
2729,14487,CHIEF_INVESTIGATOR,1945,No,0,0,3,0,1,0,3,2
2729,80702,CHIEF_INVESTIGATOR,1940,Yes,0,0,1,0,0,0,0,2
2730,663347,CHIEF_INVESTIGATOR,1955,Yes,0,0,1,0,3,2,2,1
2731,24257,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,1,2,0,1
2732,1302,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,4,1,2,0,1
2734,72312,CHIEF_INVESTIGATOR,1960,Yes,10,0,1,9,5,11,4,2
2734,1162,CHIEF_INVESTIGATOR,1970,Yes,5,0,0,0,0,3,0,2
2735,10842,CHIEF_INVESTIGATOR,1955,Yes,0,0,1,0,2,4,0,1
2736,79192,CHIEF_INVESTIGATOR,1950,Yes,15,2,4,42,55,18,4,3
2736,125287,CHIEF_INVESTIGATOR,1945,Yes,0,0,2,0,0,0,0,3
2736,682342,CHIEF_INVESTIGATOR,1960,No,0,0,1,0,1,0,0,3
2737,74252,CHIEF_INVESTIGATOR,1960,Yes,5,0,0,0,3,11,3,3
2737,73842,CHIEF_INVESTIGATOR,1965,Yes,10,1,0,0,0,0,0,3
2737,69782,CHIEF_INVESTIGATOR,1960,Yes,10,0,0,0,1,4,0,3
2738,34182,CHIEF_INVESTIGATOR,1965,Yes,0,1,0,6,9,12,7,1
2740,665642,CHIEF_INVESTIGATOR,1960,Yes,0,0,2,1,4,5,1,2
2740,103787,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,0,0,0,2
2741,8012,CHIEF_INVESTIGATOR,1960,Yes,5,1,3,0,0,2,1,1
2743,45587,CHIEF_INVESTIGATOR,1955,Yes,0,1,0,1,0,1,0,3
2743,129387,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,0,0,0,3
2743,64232,CHIEF_INVESTIGATOR,1950,Yes,15,0,1,1,5,8,0,3
2744,69657,CHIEF_INVESTIGATOR,1955,Yes,15,2,4,0,2,11,4,1
2745,741312,CHIEF_INVESTIGATOR,1950,Yes,0,1,0,0,0,0,0,1
2746,67472,CHIEF_INVESTIGATOR,1955,No,15,0,1,2,9,2,0,1
2747,92682,CHIEF_INVESTIGATOR,1965,Yes,0,0,1,1,0,0,0,1
2748,672142,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,0,0,0,2
2748,79142,CHIEF_INVESTIGATOR,1940,Yes,15,1,2,0,0,0,0,2
2749,57192,CHIEF_INVESTIGATOR,1980,No,0,0,1,0,1,0,0,1
2750,20497,CHIEF_INVESTIGATOR,1965,Yes,5,2,1,0,5,0,1,3
2750,500367,CHIEF_INVESTIGATOR,1965,Yes,0,0,1,0,0,0,0,3
2750,66717,CHIEF_INVESTIGATOR,1960,Yes,10,0,1,0,6,1,1,3
2751,63772,CHIEF_INVESTIGATOR,1960,Yes,5,0,1,8,2,1,6,1
2752,78962,CHIEF_INVESTIGATOR,1955,No,0,1,3,3,2,7,1,3
2752,2477,CHIEF_INVESTIGATOR,1965,Yes,10,0,1,0,0,0,0,3
2752,53202,CHIEF_INVESTIGATOR,1975,Yes,0,1,2,11,2,1,2,3
2753,491312,CHIEF_INVESTIGATOR,1960,Yes,0,1,4,0,0,0,0,2
2753,67037,CHIEF_INVESTIGATOR,1950,Yes,10,1,5,0,0,0,0,2
2754,104707,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,0,0,1,0,2
2754,493767,CHIEF_INVESTIGATOR,1965,Yes,0,1,1,0,0,0,0,2
2755,47467,CHIEF_INVESTIGATOR,1975,Yes,0,0,1,0,0,0,0,1
2756,80187,CHIEF_INVESTIGATOR,1945,No,0,2,1,3,10,12,5,1
2757,31457,CHIEF_INVESTIGATOR,1970,No,0,0,1,1,1,2,0,1
2758,93907,CHIEF_INVESTIGATOR,1960,Yes,0,0,1,0,0,0,0,3
2758,44737,CHIEF_INVESTIGATOR,1965,Yes,0,0,0,0,0,0,0,3
2758,80717,CHIEF_INVESTIGATOR,1950,No,0,0,2,0,1,1,2,3
2759,636347,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,1,0,0,1
2760,147677,CHIEF_INVESTIGATOR,1965,No,0,1,0,0,0,0,0,1
2761,754347,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,0,0,0,1
2762,66312,CHIEF_INVESTIGATOR,1950,No,0,0,1,0,0,0,0,1
2763,44097,CHIEF_INVESTIGATOR,1955,Yes,0,0,0,2,3,3,1,2
2763,43562,CHIEF_INVESTIGATOR,1975,Yes,0,0,3,0,0,0,0,2
2764,72422,CHIEF_INVESTIGATOR,1960,Yes,0,1,1,0,3,1,0,1
2765,82442,CHIEF_INVESTIGATOR,1955,Yes,15,0,1,0,2,3,2,1
2766,96872,CHIEF_INVESTIGATOR,1970,No,0,0,1,0,1,0,0,1
2767,1812,CHIEF_INVESTIGATOR,1955,Yes,10,1,1,6,3,0,0,1
2768,4842,CHIEF_INVESTIGATOR,1970,Yes,5,0,2,0,18,1,1,3
2768,19832,CHIEF_INVESTIGATOR,1975,Yes,0,0,0,0,0,0,0,3
2768,144472,CHIEF_INVESTIGATOR,1975,Yes,0,0,1,2,10,1,0,3
2769,2982,CHIEF_INVESTIGATOR,1950,Yes,0,0,1,4,1,3,1,3
2769,69187,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,0,0,0,3
2769,55437,CHIEF_INVESTIGATOR,1940,Yes,0,1,8,4,1,3,1,3
2770,148202,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,2,1,1,2
2770,246972,CHIEF_INVESTIGATOR,1950,Yes,0,1,1,0,0,0,0,2
2772,10662,CHIEF_INVESTIGATOR,1955,Yes,5,0,1,2,2,6,0,1
2773,29797,CHIEF_INVESTIGATOR,1975,Yes,0,0,1,0,0,1,2,1
2774,62937,CHIEF_INVESTIGATOR,1960,Yes,15,0,1,0,3,1,1,1
2775,12677,CHIEF_INVESTIGATOR,1965,Yes,15,0,1,0,0,0,0,1
2776,7387,CHIEF_INVESTIGATOR,1955,Yes,5,0,0,0,0,0,4,2
2776,67412,CHIEF_INVESTIGATOR,1960,Yes,10,0,5,0,0,0,0,2
2777,90132,CHIEF_INVESTIGATOR,1970,No,0,0,1,3,1,0,1,1
2778,14267,CHIEF_INVESTIGATOR,1960,Yes,5,1,1,3,1,5,5,4
2778,12887,CHIEF_INVESTIGATOR,1960,Yes,0,0,2,1,0,1,4,4
2778,7512,CHIEF_INVESTIGATOR,1960,Yes,0,0,0,1,4,1,0,4
2778,132247,CHIEF_INVESTIGATOR,1960,No,0,0,3,6,12,3,0,4
2779,69262,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,7,12,7,8,1
2783,66197,CHIEF_INVESTIGATOR,1950,No,15,1,0,0,0,5,3,1
2784,30072,CHIEF_INVESTIGATOR,1960,No,5,0,0,0,0,0,0,1
2785,73757,CHIEF_INVESTIGATOR,1965,Yes,5,1,1,3,5,9,3,1
2788,74162,CHIEF_INVESTIGATOR,1970,Yes,5,1,2,12,23,8,7,1
2791,71037,CHIEF_INVESTIGATOR,1960,Yes,15,2,0,9,2,5,1,1
2792,79142,CHIEF_INVESTIGATOR,1940,Yes,15,1,2,11,12,5,0,1
2794,34177,CHIEF_INVESTIGATOR,1960,No,0,0,3,2,2,0,16,1
2800,68587,CHIEF_INVESTIGATOR,1955,Yes,10,3,3,2,2,2,5,3
2800,63562,CHIEF_INVESTIGATOR,1940,No,0,1,2,0,0,0,0,3
2800,658177,DELEGATED_RESEARCHER,1980,No,0,0,0,0,0,0,0,3
2801,448227,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,2,0,0,2
2801,82792,CHIEF_INVESTIGATOR,1950,Yes,0,0,0,0,0,0,0,2
2803,68857,CHIEF_INVESTIGATOR,1950,Yes,15,2,0,0,4,4,7,1
2804,35867,CHIEF_INVESTIGATOR,1960,Yes,0,0,1,0,0,1,4,1
2806,79192,CHIEF_INVESTIGATOR,1950,Yes,15,2,4,42,55,18,4,1
2807,752,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,2,0,6,2,2
2807,80817,CHIEF_INVESTIGATOR,1945,No,0,0,0,0,0,0,0,2
2808,31067,CHIEF_INVESTIGATOR,1960,Yes,0,0,0,4,4,3,3,1
2809,68857,CHIEF_INVESTIGATOR,1950,Yes,15,2,0,0,4,4,7,1
2810,66197,CHIEF_INVESTIGATOR,1950,No,15,1,0,0,0,5,3,1
2811,74932,CHIEF_INVESTIGATOR,1960,Yes,10,0,0,4,3,8,0,1
2812,44252,CHIEF_INVESTIGATOR,1960,Yes,0,0,0,4,1,0,0,3
2812,73352,CHIEF_INVESTIGATOR,1960,No,10,0,0,0,0,0,0,3
2812,19602,CHIEF_INVESTIGATOR,1945,No,15,2,0,6,8,8,6,3
2813,66657,PRINCIPAL_SUPERVISOR,1965,No,0,0,0,11,6,2,1,1
2814,742402,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,0,0,0,1
2815,1797,CHIEF_INVESTIGATOR,1960,Yes,5,4,12,0,9,7,0,1
2816,78762,PRINCIPAL_SUPERVISOR,1960,Yes,5,0,0,15,4,7,1,1
2817,70682,CHIEF_INVESTIGATOR,1960,Yes,15,1,1,10,2,5,1,1
2818,78562,CHIEF_INVESTIGATOR,1955,Yes,15,3,0,6,6,5,3,1
2819,342122,CHIEF_INVESTIGATOR,1965,Yes,0,1,2,0,3,18,3,1
2821,68782,PRINCIPAL_SUPERVISOR,1960,No,10,0,0,1,5,1,2,1
2822,643862,CHIEF_INVESTIGATOR,1980,Yes,0,0,2,0,1,0,0,2
2822,117462,CHIEF_INVESTIGATOR,1965,Yes,0,0,3,0,0,0,0,2
2823,808267,CHIEF_INVESTIGATOR,1975,No,0,1,0,2,4,0,0,1
2825,20202,PRINCIPAL_SUPERVISOR,1965,Yes,0,0,2,0,0,6,9,1
2826,79277,CHIEF_INVESTIGATOR,1945,No,0,0,0,12,4,6,10,2
2826,79122,PRINCIPAL_SUPERVISOR,1950,No,15,0,1,0,0,0,0,2
2827,615307,CHIEF_INVESTIGATOR,1950,No,0,0,0,1,10,10,1,3
2827,74527,CHIEF_INVESTIGATOR,1950,Yes,5,0,0,0,0,0,0,3
2827,367942,PRINCIPAL_SUPERVISOR,1980,Yes,0,0,0,0,1,2,0,3
2828,139852,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,0,0,0,3
2828,39562,CHIEF_INVESTIGATOR,1945,Yes,0,1,0,0,0,0,0,3
2828,112337,DELEGATED_RESEARCHER,1945,No,0,0,0,0,0,0,0,3
2829,40947,CHIEF_INVESTIGATOR,1965,Yes,0,0,3,6,2,0,1,1
2830,606322,CHIEF_INVESTIGATOR,1975,No,0,0,0,0,0,0,0,2
2830,74827,CHIEF_INVESTIGATOR,1955,Yes,10,0,1,0,0,0,0,2
2831,615307,CHIEF_INVESTIGATOR,1950,No,0,0,1,1,10,10,1,2
2831,65342,CHIEF_INVESTIGATOR,1955,Yes,10,0,0,0,0,0,0,2
2832,70322,CHIEF_INVESTIGATOR,1945,Yes,15,1,2,0,0,7,6,2
2832,30457,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,2
2833,74832,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,0,0,0,3
2833,7482,CHIEF_INVESTIGATOR,1940,No,10,0,0,0,0,0,0,3
2833,18817,CHIEF_INVESTIGATOR,1950,No,0,0,0,2,3,4,0,3
2834,11342,CHIEF_INVESTIGATOR,1965,Yes,0,0,4,1,1,2,2,3
2834,30457,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,3
2834,694317,CHIEF_INVESTIGATOR,1980,No,0,0,0,0,0,0,0,3
2836,2557,CHIEF_INVESTIGATOR,1935,No,0,0,0,0,0,0,0,4
2836,79232,CHIEF_INVESTIGATOR,1940,No,0,0,2,0,0,0,0,4
2836,73042,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,4
2836,15437,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,2,22,14,4
2837,491322,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,1,2
2837,291112,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,2
2839,74492,CHIEF_INVESTIGATOR,1950,Yes,10,2,2,2,6,7,1,2
2839,22362,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,2
2840,16737,CHIEF_INVESTIGATOR,1945,Yes,10,0,0,5,14,13,15,1
2841,64807,CHIEF_INVESTIGATOR,1960,Yes,15,3,0,16,7,18,4,1
2842,110472,CHIEF_INVESTIGATOR,1965,No,0,0,3,0,8,6,6,1
2843,28502,CHIEF_INVESTIGATOR,1970,Yes,0,0,2,7,8,5,2,3
2843,35602,CHIEF_INVESTIGATOR,1965,Yes,0,1,1,0,0,0,0,3
2843,69262,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,7,12,7,8,3
2844,34177,CHIEF_INVESTIGATOR,1960,No,0,0,4,2,2,0,16,2
2844,421337,CHIEF_INVESTIGATOR,1955,Yes,0,0,0,0,0,0,0,2
2846,110472,CHIEF_INVESTIGATOR,1965,No,0,0,3,0,8,6,6,2
2846,36252,CHIEF_INVESTIGATOR,1960,Yes,0,0,9,0,0,0,0,2
2849,105342,CHIEF_INVESTIGATOR,1965,Yes,0,1,1,2,4,8,2,1
2850,407,CHIEF_INVESTIGATOR,1955,No,10,1,0,6,3,6,2,1
2851,14777,CHIEF_INVESTIGATOR,1970,Yes,0,2,1,16,4,1,1,1
2852,9067,CHIEF_INVESTIGATOR,1960,Yes,15,3,4,10,15,4,3,3
2852,8067,CHIEF_INVESTIGATOR,1960,Yes,5,0,2,0,0,0,0,3
2852,80137,DELEGATED_RESEARCHER,1950,Yes,15,0,0,3,8,1,0,3
2853,1797,CHIEF_INVESTIGATOR,1960,Yes,5,4,12,0,9,7,0,2
2853,147857,CHIEF_INVESTIGATOR,1975,No,0,1,4,0,0,0,0,2
2855,67842,CHIEF_INVESTIGATOR,1965,Yes,5,0,3,7,25,10,2,1
2856,498427,CHIEF_INVESTIGATOR,1970,Yes,0,1,2,1,7,5,0,1
2858,69262,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,7,12,7,8,1
2859,114842,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,3,1,1,0,1
2860,1797,CHIEF_INVESTIGATOR,1960,Yes,5,4,12,0,9,7,0,2
2860,10127,CHIEF_INVESTIGATOR,1970,No,0,0,1,0,0,0,0,2
2861,72037,CHIEF_INVESTIGATOR,1970,Yes,5,1,4,5,5,6,0,1
2862,78827,CHIEF_INVESTIGATOR,1950,Yes,15,0,0,4,13,6,2,1
2863,8462,DELEGATED_RESEARCHER,1950,Yes,5,0,0,1,0,4,0,1
2864,12957,CHIEF_INVESTIGATOR,1965,Yes,5,1,8,21,7,9,1,1
2865,4877,PRINCIPAL_SUPERVISOR,1960,No,0,0,0,0,5,4,5,1
2868,40797,CHIEF_INVESTIGATOR,1960,Yes,0,1,1,3,3,1,0,1
2869,72652,CHIEF_INVESTIGATOR,1940,No,0,0,1,0,2,1,2,1
2870,8462,DELEGATED_RESEARCHER,1950,Yes,5,0,0,1,0,4,0,1
2871,498427,CHIEF_INVESTIGATOR,1970,Yes,0,1,2,1,7,5,0,1
2872,75587,CHIEF_INVESTIGATOR,1940,No,0,0,0,1,0,6,0,1
2873,72037,CHIEF_INVESTIGATOR,1970,Yes,5,1,4,5,5,6,0,1
2874,36527,CHIEF_INVESTIGATOR,1955,No,0,3,5,0,0,0,0,1
2875,144462,CHIEF_INVESTIGATOR,1965,No,0,1,0,1,1,1,0,1
2877,16582,CHIEF_INVESTIGATOR,1960,No,0,0,1,0,0,0,0,2
2877,10002,CHIEF_INVESTIGATOR,1950,No,0,0,0,0,0,0,0,2
2878,28607,CHIEF_INVESTIGATOR,1965,Yes,5,3,2,3,12,9,6,4
2878,77652,CHIEF_INVESTIGATOR,1960,No,10,1,0,0,0,0,0,4
2878,497677,CHIEF_INVESTIGATOR,1980,Yes,0,0,0,0,1,0,0,4
2878,78992,CHIEF_INVESTIGATOR,1945,Yes,15,1,0,6,15,5,6,4
2879,16647,CHIEF_INVESTIGATOR,1965,Yes,5,1,0,6,6,4,0,1
2881,115417,CHIEF_INVESTIGATOR,1965,Yes,0,0,4,0,5,4,0,1
2882,636757,CHIEF_INVESTIGATOR,1975,Yes,0,1,3,0,0,2,0,1
2883,67037,CHIEF_INVESTIGATOR,1950,Yes,10,2,5,3,5,15,3,1
2885,10592,PRINCIPAL_SUPERVISOR,1960,Yes,5,2,2,3,9,2,0,1
2886,79427,PRINCIPAL_SUPERVISOR,1960,No,0,0,1,2,1,1,4,1
2887,69212,CHIEF_INVESTIGATOR,1940,No,15,0,1,0,1,5,0,1
2888,66657,PRINCIPAL_SUPERVISOR,1965,No,0,0,0,11,6,2,1,1
2889,124832,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,0,0,2
2889,1217,CHIEF_INVESTIGATOR,1960,Yes,15,2,1,0,0,0,0,2
2891,22982,PRINCIPAL_SUPERVISOR,1960,Yes,5,1,0,16,5,5,0,1
2892,646977,CHIEF_INVESTIGATOR,1980,No,0,1,0,0,0,0,0,3
2892,12177,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,3
2892,2712,CHIEF_INVESTIGATOR,1965,Yes,10,1,3,17,32,24,16,3
2893,78762,PRINCIPAL_SUPERVISOR,1960,Yes,5,0,0,15,4,7,1,1
2894,85862,CHIEF_INVESTIGATOR,1950,No,0,4,0,0,3,11,3,1
2895,15282,CHIEF_INVESTIGATOR,1965,Yes,5,1,2,1,1,2,0,1
2896,16642,PRINCIPAL_SUPERVISOR,1965,Yes,0,0,0,4,2,1,0,1
2897,6292,CHIEF_INVESTIGATOR,1965,Yes,0,1,0,2,5,4,2,1
2898,105342,CHIEF_INVESTIGATOR,1965,Yes,0,1,1,2,4,8,2,1
2900,64337,CHIEF_INVESTIGATOR,1945,Yes,15,0,0,4,14,6,1,1
2902,11747,CHIEF_INVESTIGATOR,1960,Yes,0,0,0,1,1,3,0,2
2902,80737,CHIEF_INVESTIGATOR,1945,Yes,15,0,0,0,0,0,0,2
2903,67037,CHIEF_INVESTIGATOR,1950,Yes,10,2,6,3,5,15,3,1
2904,641012,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,2,0,0,2
2904,21732,CHIEF_INVESTIGATOR,1965,Yes,5,0,1,0,0,0,0,2
2906,38697,CHIEF_INVESTIGATOR,1960,No,0,1,1,3,4,0,0,2
2906,15777,CHIEF_INVESTIGATOR,1950,Yes,5,0,0,6,2,2,0,2
2907,73882,CHIEF_INVESTIGATOR,1960,No,0,2,1,5,7,4,1,6
2907,2982,CHIEF_INVESTIGATOR,1950,Yes,0,0,1,0,0,0,0,6
2907,68502,CHIEF_INVESTIGATOR,1955,No,5,0,0,15,10,4,2,6
2907,140417,CHIEF_INVESTIGATOR,1965,Yes,0,0,0,0,0,1,0,6
2907,498427,CHIEF_INVESTIGATOR,1970,Yes,0,1,2,1,7,5,0,6
2907,55437,CHIEF_INVESTIGATOR,1940,Yes,0,1,8,0,0,0,0,6
2908,79022,CHIEF_INVESTIGATOR,1945,No,15,3,1,29,26,9,2,1
2909,85862,CHIEF_INVESTIGATOR,1950,No,0,5,0,0,3,11,3,1
2911,71727,CHIEF_INVESTIGATOR,1955,Yes,10,0,1,7,16,24,3,1
2912,696062,CHIEF_INVESTIGATOR,1980,No,0,0,1,0,0,0,0,1
2913,40572,CHIEF_INVESTIGATOR,1965,No,0,1,0,4,2,1,2,1
2914,28607,CHIEF_INVESTIGATOR,1965,Yes,5,3,2,3,12,9,6,6
2914,69032,DELEGATED_RESEARCHER,1965,Yes,0,2,5,0,0,0,0,6
2914,67282,CHIEF_INVESTIGATOR,1965,Yes,5,0,2,5,3,5,5,6
2914,5232,CHIEF_INVESTIGATOR,1955,Yes,10,2,1,6,3,4,3,6
2914,19287,CHIEF_INVESTIGATOR,1950,Yes,5,2,0,5,4,3,2,6
2914,6292,CHIEF_INVESTIGATOR,1965,Yes,0,1,0,1,1,2,0,6
2915,82892,CHIEF_INVESTIGATOR,1970,Yes,0,2,0,92,7,5,2,1
2916,39277,CHIEF_INVESTIGATOR,1950,Yes,0,0,0,0,5,2,1,4
2916,22077,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,0,0,0,4
2916,31972,CHIEF_INVESTIGATOR,1960,No,0,0,0,7,2,4,2,4
2916,16227,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,5,1,7,5,4
2917,5967,CHIEF_INVESTIGATOR,1955,Yes,5,0,1,0,3,7,3,3
2917,54322,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,3
2917,73757,CHIEF_INVESTIGATOR,1965,Yes,5,1,1,3,5,9,3,3
2918,1797,CHIEF_INVESTIGATOR,1960,Yes,5,4,13,0,9,7,0,1
2919,23997,CHIEF_INVESTIGATOR,1965,No,0,3,1,17,10,5,0,1
2921,144267,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,0,0,1
2922,30072,CHIEF_INVESTIGATOR,1960,No,5,0,0,0,0,0,0,1
2923,67647,CHIEF_INVESTIGATOR,1965,Yes,5,3,8,11,10,9,4,2
2923,105342,CHIEF_INVESTIGATOR,1965,Yes,0,1,2,0,0,0,0,2
2924,78967,CHIEF_INVESTIGATOR,1955,Yes,15,4,0,5,6,4,2,1
2927,289542,CHIEF_INVESTIGATOR,1970,Yes,0,1,1,0,1,3,0,1
