,GrantApplicationID,GrantStatus,SponsorCode,GrantCategoryCode,ContractValueBand,Startdate,RFCDCode1,RFCDPercentage1,RFCDCode2,RFCDPercentage2,RFCDCode3,RFCDPercentage3,RFCDCode4,RFCDPercentage4,RFCDCode5,RFCDPercentage5,SEOCode1,SEOPercentage1,SEOCode2,SEOPercentage2,SEOCode3,SEOPercentage3,SEOCode4,SEOPercentage4,SEOCode5,SEOPercentage5
1832,2137,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,300601.0,34.0,300699.0,33.0,270602.0,33.0,0.0,0.0,0.0,0.0,770705.0,34.0,770707.0,33.0,770702.0,33.0,0.0,0.0,0.0,0.0
1833,2138,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,260502.0,50.0,300604.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,770702.0,50.0,620301.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,2139,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,260502.0,50.0,300604.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,770702.0,50.0,620301.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,2140,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,300601.0,50.0,300699.0,25.0,270602.0,25.0,0.0,0.0,0.0,0.0,770707.0,50.0,620303.0,25.0,620399.0,25.0,0.0,0.0,0.0,0.0
1836,2141,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,300604.0,50.0,260502.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,620301.0,50.0,770702.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,2142,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,260502.0,50.0,300604.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,770702.0,50.0,620301.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,2143,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,2144,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,300601.0,34.0,300699.0,33.0,270602.0,33.0,0.0,0.0,0.0,0.0,770705.0,34.0,770707.0,33.0,770703.0,33.0,0.0,0.0,0.0,0.0
1840,2145,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,22/06/06,300505.0,30.0,300406.0,40.0,270103.0,30.0,0.0,0.0,0.0,0.0,630101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,2146,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,22/06/06,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,2147,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,23/06/06,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,2149,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,26/06/06,300603.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770704.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,2150,1,Sponsor203C,GrantCat20C,ContractValueBandA ,26/06/06,270203.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,2151,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,26/06/06,321006.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730113.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,2152,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,26/06/06,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,2153,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,26/06/06,350211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,2155,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,27/06/06,270201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,2156,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,27/06/06,340207.0,70.0,340210.0,20.0,340402.0,10.0,0.0,0.0,0.0,0.0,750101.0,60.0,720299.0,20.0,720201.0,20.0,0.0,0.0,0.0,0.0
1850,2158,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,27/06/06,340207.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720402.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,2159,1,SponsorUnk,GrantCatUnk,ContractValueBandC ,28/06/06,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,50.0,730111.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,2160,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,28/06/06,250502.0,40.0,250503.0,40.0,320305.0,20.0,0.0,0.0,0.0,0.0,730106.0,40.0,730118.0,40.0,780105.0,20.0,0.0,0.0,0.0,0.0
1853,2161,1,Sponsor192D,GrantCat30B,ContractValueBandA ,28/06/06,370202.0,40.0,370201.0,40.0,340209.0,20.0,0.0,0.0,0.0,0.0,750312.0,50.0,730204.0,25.0,759999.0,25.0,0.0,0.0,0.0,0.0
1854,2162,1,SponsorUnk,GrantCatUnk,ContractValueBandD ,28/06/06,321204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,2163,0,Sponsor36D,GrantCat10A,ContractValueBandUnk,29/06/06,300302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,2164,1,Sponsor51C,GrantCat20C,ContractValueBandUnk,29/06/06,240499.0,80.0,270199.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,671401.0,60.0,780102.0,30.0,730103.0,10.0,0.0,0.0,0.0,0.0
1857,2165,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,29/06/06,291003.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,2166,1,Sponsor4D,GrantCat20C,ContractValueBandB ,30/06/06,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730113.0,50.0,730104.0,30.0,670403.0,20.0,0.0,0.0,0.0,0.0
1859,2167,1,SponsorUnk,GrantCatUnk,ContractValueBandD ,30/06/06,321204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,2168,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,30/06/06,270103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730113.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,2169,0,Sponsor228D,GrantCat30B,ContractValueBandUnk,30/06/06,321004.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,2170,0,Sponsor205A,GrantCat30B,ContractValueBandA ,30/06/06,321004.0,50.0,321003.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,50.0,730106.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,2171,1,Sponsor234B,GrantCat10B,ContractValueBandA ,30/06/06,321016.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730111.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,2172,0,Sponsor228D,GrantCat30B,ContractValueBandUnk,30/06/06,321012.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,2173,0,Sponsor228D,GrantCat30B,ContractValueBandUnk,30/06/06,270603.0,20.0,321003.0,30.0,321012.0,50.0,0.0,0.0,0.0,0.0,730106.0,30.0,730115.0,50.0,730116.0,20.0,0.0,0.0,0.0,0.0
1866,2174,0,Sponsor205A,GrantCat30B,ContractValueBandA ,30/06/06,270603.0,50.0,321004.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,2175,0,Sponsor205A,GrantCat30B,ContractValueBandA ,30/06/06,270603.0,50.0,321004.0,30.0,321205.0,20.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,2176,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,30/06/06,321020.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730103.0,50.0,730108.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,2177,0,Sponsor205A,GrantCat30B,ContractValueBandA ,30/06/06,321016.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,2178,0,Sponsor205A,GrantCat30B,ContractValueBandA ,30/06/06,321016.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,2179,1,Sponsor228D,GrantCat30B,ContractValueBandA ,30/06/06,321011.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730115.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,2180,1,SponsorUnk,GrantCatUnk,ContractValueBandG ,1/07/06,260502.0,50.0,300604.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,770702.0,80.0,620301.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,2181,1,SponsorUnk,GrantCatUnk,ContractValueBandE ,1/07/06,300604.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,2182,1,SponsorUnk,GrantCatUnk,ContractValueBandB ,1/07/06,280204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,2183,1,SponsorUnk,GrantCatUnk,ContractValueBandE ,1/07/06,300601.0,33.0,300603.0,33.0,300604.0,34.0,0.0,0.0,0.0,0.0,620303.0,33.0,620302.0,33.0,770702.0,34.0,0.0,0.0,0.0,0.0
1876,2184,1,SponsorUnk,GrantCatUnk,ContractValueBandD ,1/07/06,309902.0,50.0,300899.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,760104.0,50.0,769999.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,2185,1,SponsorUnk,GrantCatUnk,ContractValueBandC ,1/07/06,300604.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,2186,1,Sponsor203C,GrantCat20C,ContractValueBandG ,1/07/06,300604.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,2187,1,SponsorUnk,GrantCatUnk,ContractValueBandE ,1/07/06,300601.0,33.0,300603.0,33.0,300604.0,34.0,0.0,0.0,0.0,0.0,620303.0,33.0,620302.0,33.0,770702.0,34.0,0.0,0.0,0.0,0.0
1880,2188,1,Sponsor9A,GrantCat10A,ContractValueBandA ,1/07/06,320699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730114.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,2189,1,Sponsor120D,GrantCat30B,ContractValueBandA ,1/07/06,260399.0,80.0,259902.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,770101.0,70.0,770406.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,2190,1,Sponsor87C,GrantCat30G,ContractValueBandD ,1/07/06,321013.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,2191,1,SponsorUnk,GrantCatUnk,ContractValueBandE ,1/07/06,279901.0,60.0,300103.0,20.0,300601.0,20.0,0.0,0.0,0.0,0.0,620399.0,30.0,760101.0,40.0,770705.0,30.0,0.0,0.0,0.0,0.0
1884,2192,1,Sponsor213A,GrantCat20A,ContractValueBandC ,1/07/06,270702.0,25.0,270708.0,25.0,300801.0,25.0,300804.0,25.0,0.0,0.0,770403.0,50.0,770404.0,25.0,770408.0,25.0,0.0,0.0,0.0,0.0
1885,2193,1,SponsorUnk,GrantCatUnk,ContractValueBandH ,1/07/06,321020.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730212.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,2194,1,SponsorUnk,GrantCatUnk,ContractValueBandE ,1/07/06,270703.0,30.0,270708.0,30.0,300605.0,40.0,0.0,0.0,0.0,0.0,770703.0,50.0,770705.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,2196,1,SponsorUnk,GrantCatUnk,ContractValueBandB ,1/07/06,300603.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,2197,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,1/07/06,350301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710401.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,2198,1,Sponsor9A,GrantCat10A,ContractValueBandA ,1/07/06,290699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,2199,1,SponsorUnk,GrantCatUnk,ContractValueBandG ,1/07/06,300605.0,40.0,270703.0,30.0,270708.0,30.0,0.0,0.0,0.0,0.0,770703.0,50.0,770705.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,2200,1,SponsorUnk,GrantCatUnk,ContractValueBandB ,1/07/06,300305.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,2201,1,Sponsor4D,GrantCat10A,ContractValueBandC ,1/07/06,270199.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,80.0,730117.0,10.0,730105.0,10.0,0.0,0.0,0.0,0.0
1893,2202,1,Sponsor2B,GrantCat10A,ContractValueBandC ,1/07/06,330103.0,50.0,330104.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,740301.0,70.0,749906.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,2203,1,SponsorUnk,GrantCatUnk,ContractValueBandB ,3/07/06,300902.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,2204,0,Sponsor130B,GrantCat30B,ContractValueBandA ,3/07/06,321013.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,2205,1,Sponsor162B,GrantCat20C,ContractValueBandUnk,3/07/06,270701.0,60.0,270706.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,770402.0,30.0,770403.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,2206,0,Sponsor97A,GrantCat30B,ContractValueBandUnk,3/07/06,320702.0,50.0,320704.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,2207,1,Sponsor97A,GrantCat30B,ContractValueBandA ,3/07/06,320705.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,2208,1,Sponsor97A,GrantCat30B,ContractValueBandA ,3/07/06,321003.0,60.0,320305.0,20.0,320502.0,20.0,0.0,0.0,0.0,0.0,730105.0,50.0,730106.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,2209,0,Sponsor130B,GrantCat30B,ContractValueBandA ,3/07/06,380107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,50.0,730306.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,2210,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,3/07/06,321202.0,50.0,270201.0,30.0,321299.0,20.0,0.0,0.0,0.0,0.0,730107.0,40.0,730103.0,30.0,730213.0,30.0,0.0,0.0,0.0,0.0
1902,2211,1,Sponsor4D,GrantCat10A,ContractValueBandUnk,4/07/06,320205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,2212,1,Sponsor34B,GrantCat30C,ContractValueBandA ,4/07/06,370204.0,60.0,370107.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,750312.0,55.0,750310.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,2213,1,Sponsor4D,GrantCat10A,ContractValueBandUnk,4/07/06,320205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,2214,0,Sponsor97A,GrantCat30B,ContractValueBandUnk,4/07/06,270603.0,50.0,321004.0,30.0,321205.0,20.0,0.0,0.0,0.0,0.0,730105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,2215,0,Sponsor112D,GrantCat30C,ContractValueBandUnk,4/07/06,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,2216,0,Sponsor97A,GrantCat30B,ContractValueBandUnk,4/07/06,270303.0,50.0,320202.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,2217,0,Sponsor97A,GrantCat30B,ContractValueBandUnk,4/07/06,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,2218,1,Sponsor34B,GrantCat30C,ContractValueBandC ,4/07/06,321021.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,2219,1,Sponsor179C,GrantCat20A,ContractValueBandUnk,4/07/06,320702.0,80.0,370602.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,70.0,730220.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,2220,1,Sponsor97A,GrantCat30B,ContractValueBandA ,4/07/06,320701.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730113.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,2221,0,Sponsor135C,GrantCat30G,ContractValueBandUnk,5/07/06,250101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,2222,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,5/07/06,320305.0,40.0,320702.0,30.0,270107.0,30.0,0.0,0.0,0.0,0.0,730104.0,50.0,730203.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,2223,1,Sponsor51C,GrantCat20C,ContractValueBandA ,5/07/06,240101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,2224,1,SponsorUnk,GrantCatUnk,ContractValueBandC ,6/07/06,280204.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,2225,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,6/07/06,320702.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,2226,1,Sponsor48D,GrantCat30D,ContractValueBandD ,6/07/06,290704.0,50.0,290805.0,30.0,290502.0,20.0,0.0,0.0,0.0,0.0,640201.0,30.0,650202.0,40.0,670107.0,30.0,0.0,0.0,0.0,0.0
1918,2227,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,7/07/06,300601.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,2228,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,7/07/06,300604.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,2229,1,SponsorUnk,GrantCatUnk,ContractValueBandUnk,7/07/06,300604.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620303.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,2230,1,Sponsor47C,GrantCat10B,ContractValueBandA ,10/07/06,250103.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670901.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,2231,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,10/07/06,310201.0,40.0,360203.0,40.0,300903.0,20.0,0.0,0.0,0.0,0.0,660402.0,40.0,660504.0,40.0,680502.0,20.0,0.0,0.0,0.0,0.0
1923,2232,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,10/07/06,419999.0,51.0,321204.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,730211.0,40.0,730217.0,40.0,750202.0,20.0,0.0,0.0,0.0,0.0
1924,2233,1,Sponsor2B,GrantCat10A,ContractValueBandUnk,10/07/06,360202.0,60.0,360101.0,30.0,370102.0,10.0,0.0,0.0,0.0,0.0,750605.0,50.0,750604.0,40.0,759999.0,10.0,0.0,0.0,0.0,0.0
1925,2234,0,Sponsor33A,GrantCat10A,ContractValueBandC ,11/07/06,230202.0,25.0,239903.0,35.0,260502.0,30.0,260602.0,10.0,0.0,0.0,770902.0,25.0,770802.0,25.0,710103.0,50.0,0.0,0.0,0.0,0.0
1926,2235,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,11/07/06,250204.0,40.0,250201.0,30.0,250403.0,30.0,0.0,0.0,0.0,0.0,780103.0,50.0,740301.0,30.0,671401.0,20.0,0.0,0.0,0.0,0.0
1927,2236,0,Sponsor33A,GrantCat10A,ContractValueBandE ,11/07/06,300601.0,33.0,300699.0,34.0,270402.0,33.0,0.0,0.0,0.0,0.0,620301.0,33.0,770703.0,34.0,770799.0,33.0,0.0,0.0,0.0,0.0
1928,2237,0,Sponsor9A,GrantCat10A,ContractValueBandUnk,11/07/06,270208.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780105.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,2239,1,Sponsor51C,GrantCat20C,ContractValueBandA ,11/07/06,250204.0,40.0,250201.0,30.0,250403.0,30.0,0.0,0.0,0.0,0.0,780103.0,50.0,740301.0,30.0,671401.0,20.0,0.0,0.0,0.0,0.0
1930,2240,1,SponsorUnk,GrantCatUnk,ContractValueBandB ,11/07/06,320503.0,50.0,320603.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,730106.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,2241,0,Sponsor33A,GrantCat10A,ContractValueBandC ,11/07/06,260501.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770802.0,80.0,770702.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,2242,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,12/07/06,340207.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720402.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,2243,1,SponsorUnk,GrantCatUnk,ContractValueBandD ,12/07/06,321015.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730108.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,2244,1,Sponsor2B,GrantCat10A,ContractValueBandD ,12/07/06,430101.0,60.0,420220.0,20.0,400301.0,20.0,0.0,0.0,0.0,0.0,750901.0,60.0,750204.0,20.0,750802.0,20.0,0.0,0.0,0.0,0.0
1935,2246,0,Sponsor2B,GrantCat10A,ContractValueBandUnk,12/07/06,320702.0,40.0,321024.0,30.0,321204.0,30.0,0.0,0.0,0.0,0.0,730217.0,40.0,730218.0,30.0,730203.0,30.0,0.0,0.0,0.0,0.0
1936,2247,1,SponsorUnk,GrantCatUnk,ContractValueBandA ,12/07/06,390111.0,25.0,390102.0,25.0,390104.0,25.0,390199.0,25.0,0.0,0.0,700302.0,25.0,720303.0,25.0,750502.0,25.0,750605.0,25.0,0.0,0.0
1937,2248,0,Sponsor66B,GrantCat30B,ContractValueBandUnk,13/07/06,330107.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740301.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,2249,1,Sponsor2B,GrantCat10A,ContractValueBandD ,13/07/06,339999.0,70.0,321299.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,70.0,730399.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,2250,0,Sponsor2B,GrantCat10A,ContractValueBandUnk,13/07/06,299904.0,30.0,290602.0,30.0,249903.0,40.0,0.0,0.0,0.0,0.0,670904.0,30.0,671403.0,40.0,680302.0,30.0,0.0,0.0,0.0,0.0
1940,2251,0,Sponsor2B,GrantCat10A,ContractValueBandUnk,13/07/06,230105.0,50.0,230112.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,780101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,2252,1,Sponsor2B,GrantCat10A,ContractValueBandB ,13/07/06,291804.0,50.0,250103.0,30.0,250502.0,20.0,0.0,0.0,0.0,0.0,780102.0,40.0,780103.0,40.0,680399.0,20.0,0.0,0.0,0.0,0.0
